title,rating,date,cleaned_content,sentiment_score,sentiment
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
,,2023-11-03,far good cpu monster runs nicely boosts max clocks 6ghz two cores 5 7ghz cores unlimited tdp settings thermally limited 90c 60mv offset noticed runs bit cooler previous 13900kf especially consider core core deltas use pc mostly gaming encoding long great case plenty air flow top notch cooler easily run air cooled without issues throttle hits whatever thermal maximum set uefi bios gaming workloads never throttles though stays 5 7ghz core boost entire time temps cpu intensive games anywhere upper 50s mid 60s upper 40s mid 50s non cpu intensive games update cpu 5 8ghz ht disabled 75mv offset working like charm stable gaming workloads encoding downclocks hits 90c encoding workloads gaming stays 5 8ghz amazing since air cooled setup though setup optimal gets air cooling temps little lower running 5 7ghz ht enabled 50mv offset use 75mv offset 5 8ghz ht enabled pc crashes disabling ht definitely enables cpu use less power predominantly using machine gaming definitely recommend turning ht regardless games tend run better ht disabled using productivity blend productivity gaming definitely turn ht mildly disappointing thing memory controller good thought would mine runs 48gb ddr5 7400 cl34 1 35v imc hit ddr5 7600 cl36 stability need increase imc voltage 1 41v worth ask minor bump performance previous 13900kf could 48gb ddr5 7800 1 36v imc core wise though cpu definitely superior 13th gen read,0.9934,positive
i9 14th gen is the beast!,5.0,2023-11-20,upgraded i5 9400f i9 14900k super happy performance able achieve simply works buttery smooth large applications open like notepad apps heats lot though went msi coreliquid liquid cooling solution looking upgrade 13th gen save money performance identical however setting new pc definitely go setup msi mpg z790 carbon wifiintel i9 14900kmsi rtx 4070timsi mag coreliquid liquid coolersamsung 980 pro 1 tbripjaws 32gb ddr5bonus tip u struck setting ur pc go msi support super responsive assist got wiring fixed matter minutes ona video call assistant read,0.9764,positive
Worst! Gave me used and defective product.,1.0,2024-06-25,motherboard gigabyte z790 ud ac detecting cputhe packaging worst go store instead test buy buy read,-0.6249,negative
Worst quality,1.0,2024-03-28,liked price also liked performance rather purchase i9 13th generationread,0.6808,positive
Waste of money,1.0,2023-12-07,13 gen better performence low pricing avoid product cause 2 core touching 6000 mhz real life difference read,-0.1027,negative
It's just a overclocked i7 13700k,2.0,2023-10-25,meaning new chip provides generational uplift except thing better last gen hefty power consumption ur fine work fine think ur electricity bill gonna sky rocket 3 5 uplift 15 money worth rather buy 13 12 gen ddr5 ram help else get r7 7700 provide less like 10 percent 50 percentage less power draw ryzen better comes desktop processor efficiency value moneyread,0.9525,positive
Beast gaming 💪🐻,5.0,2023-10-23,beast gaming world 2nd powerful processor set processer rtx 4070 16gb ram 2048gb 2tb nvme 2 ssd 850 watts pls buy itread,0.4767,positive
,,2024-03-11,lo compré con el 10 de descuento es el mejor procesador que tenido llora con nada que es muy caliente si pero con una buena refrigeración liquida que ya son bastante buenas se controla gustó mucho sin demeritar la competencia amd que lo está haciendo genial también per en mi caso como las memorias ddr5 vienen optimizadas para intel quiero estar batallando decidí por este arrepiento de mi compra muy buen producto de calidad premium read,-0.2023,negative
,,2024-03-05,bonne decision pour mon ordiread,0.0,neutral
,,2023-12-08,using 10700k decided time well actually got itch decided go 14700k reasons one 14th gen part intel got significant upgrade four e cores 8 threads plus small clock boost also like 3dfx part amd caused minor issues people definitely like ram issues see time amd systems ram issues may gone amd time intel systems assembled customers years come across ram issue caused bad ram cpu working perfectly gaming excellently gaming benchmarks show good cpu issues interested intel parts suggest going 13th gen basically get part less money i7 system though excellent cpu half decent upgrade previous gen read,0.9786,positive
,,2023-12-01,buying cpu seller wen order came opened box cpu box even tho still factory seal wast almost 1k bucksread,0.0,neutral
